time,TWS,TWA,SOG,set COG,actual COG,sail trim,sail twist,rudder,Vmg
"55,00","6,00","55,00","2,26","0,00","0,25","20,05","1,22","0,00","1,30"
"56,00","6,00","56,00","2,27","0,00","0,34","20,05","1,22","-1,00","1,27"
"57,00","6,00","57,00","2,27","0,00","0,26","20,05","1,22","0,00","1,24"
"58,00","6,00","58,00","2,29","0,00","0,35","21,77","1,22","-1,00","1,21"
"59,00","6,00","59,00","2,31","0,00","0,27","21,77","1,22","0,00","1,19"
"60,00","6,00","60,00","2,32","0,00","0,34","21,77","1,22","-1,00","1,16"
"61,00","6,00","61,00","2,33","0,00","0,24","21,77","2,10","0,00","1,13"
"62,00","6,00","62,00","2,34","0,00","0,33","21,77","2,53","-1,00","1,10"
"63,00","6,00","63,00","2,35","0,00","0,25","21,77","2,53","0,00","1,07"
"64,00","6,00","64,00","2,37","0,00","0,34","24,06","1,79","-1,00","1,04"
"65,00","6,00","65,00","2,38","0,00","0,25","24,06","1,49","0,00","1,01"
"66,00","6,00","66,00","2,40","0,00","0,33","24,06","1,49","-1,00","0,98"
"67,00","6,00","67,00","2,40","0,00","0,23","24,06","1,49","0,00","0,94"
"68,00","6,00","68,00","2,41","0,00","0,34","24,06","1,57","-1,00","0,90"
"69,00","6,00","69,00","2,42","0,00","0,27","25,78","2,22","0,00","0,87"
"70,00","6,00","70,00","2,44","0,00","0,33","25,78","2,22","-1,00","0,83"
"71,00","6,00","71,00","2,45","0,00","0,21","25,78","2,22","0,00","0,80"
"72,00","6,00","72,00","2,46","0,00","0,33","25,78","2,22","-1,00","0,76"
"73,00","6,00","73,00","2,45","0,00","0,25","25,78","2,38","0,00","0,72"
"74,00","6,00","74,00","2,46","0,00","0,34","27,50","2,97","-1,00","0,68"
"75,00","6,00","75,00","2,47","0,00","0,23","27,50","2,97","0,00","0,64"
"76,00","6,00","76,00","2,48","0,00","0,33","27,50","2,97","-1,00","0,60"
"77,00","6,00","77,00","2,48","0,00","0,24","27,50","2,97","0,00","0,56"
"78,00","6,00","78,00","2,48","0,00","0,34","27,50","2,97","-1,00","0,52"
"79,00","6,00","79,00","2,49","0,00","0,25","29,79","2,97","0,00","0,48"
"80,00","6,00","80,00","2,51","0,00","0,33","29,79","2,97","-1,00","0,44"
"81,00","6,00","81,00","2,52","0,00","0,22","29,79","2,97","0,00","0,39"
"82,00","6,00","82,00","2,52","0,00","0,33","29,79","2,97","-1,00","0,35"
"83,00","6,00","83,00","2,52","0,00","0,23","29,79","2,97","0,00","0,31"
"84,00","6,00","84,00","2,52","0,00","0,34","31,51","2,97","-1,00","0,26"
"85,00","6,00","85,00","2,53","0,00","0,24","31,51","2,97","0,00","0,22"
"86,00","6,00","86,00","2,54","0,00","0,33","31,51","2,97","-1,00","0,18"
"87,00","6,00","87,00","2,54","0,00","0,21","31,51","2,97","0,00","0,13"
"88,00","6,00","88,00","2,55","0,00","0,32","31,51","2,97","-1,00","0,09"
"89,00","6,00","89,00","2,56","0,00","0,22","33,80","2,97","0,00","0,04"
"90,00","6,00","90,00","2,57","0,00","0,34","33,80","2,97","-1,00","0,00"
"91,00","6,00","91,00","2,57","0,00","0,24","33,80","2,97","0,00","-0,04"
"92,00","6,00","92,00","2,58","0,00","0,33","33,80","2,97","-1,00","-0,09"
"93,00","6,00","93,00","2,58","0,00","0,21","33,80","2,97","0,00","-0,14"
"94,00","6,00","94,00","2,59","0,00","0,32","35,52","2,97","-1,00","-0,18"
"95,00","6,00","95,00","2,60","0,00","0,22","35,52","2,97","0,00","-0,23"
"96,00","6,00","96,00","2,60","0,00","0,33","35,52","2,97","-1,00","-0,27"
"97,00","6,00","97,00","2,60","0,00","0,23","35,52","2,97","0,00","-0,32"
"98,00","6,00","98,00","2,60","0,00","0,32","37,82","2,97","-1,00","-0,36"
"99,00","6,00","99,00","2,61","0,00","0,20","37,82","2,97","0,00","-0,41"
"100,00","6,00","100,00","2,61","0,00","0,32","37,82","2,97","-1,00","-0,45"
"101,00","6,00","101,00","2,61","0,00","0,22","37,82","2,97","0,00","-0,50"
"102,00","6,00","102,00","2,61","0,00","0,33","37,82","2,97","-1,00","-0,54"
"103,00","6,00","103,00","2,62","0,00","0,23","39,53","2,97","0,00","-0,59"
"104,00","6,00","104,00","2,62","0,00","0,32","39,53","2,97","-1,00","-0,63"
"105,00","6,00","105,00","2,61","0,00","0,20","39,53","2,97","0,00","-0,68"
"106,00","6,00","106,00","2,61","0,00","0,32","39,53","2,97","-1,00","-0,72"
"107,00","6,00","107,00","2,62","0,00","0,22","41,83","2,97","0,00","-0,77"
"108,00","6,00","108,00","2,62","0,00","0,31","41,83","2,97","-1,00","-0,81"
"109,00","6,00","109,00","2,62","0,00","0,19","41,83","2,97","0,00","-0,85"
"110,00","6,00","110,00","2,62","0,00","0,32","41,83","2,97","-1,00","-0,90"
"111,00","6,00","111,00","2,62","0,00","0,24","43,54","2,97","0,00","-0,94"
"112,00","6,00","112,00","2,62","0,00","0,31","43,54","2,97","-1,00","-0,98"
"113,00","6,00","113,00","2,62","0,00","0,17","43,54","2,97","0,00","-1,02"
"114,00","6,00","114,00","2,61","0,00","0,31","43,54","2,97","-1,00","-1,06"
"115,00","6,00","115,00","2,61","0,00","0,23","45,84","3,14","0,00","-1,10"
"116,00","6,00","116,00","2,62","0,00","0,32","45,84","3,14","-1,00","-1,15"
"117,00","6,00","117,00","2,62","0,00","0,20","45,84","3,14","0,00","-1,19"
"118,00","6,00","118,00","2,61","0,00","0,32","45,84","3,14","-1,00","-1,23"
"119,00","6,00","119,00","2,61","0,00","0,22","47,56","3,32","0,00","-1,26"
"120,00","6,00","120,00","2,61","0,00","0,31","47,56","3,32","-1,00","-1,30"
"121,00","6,00","121,00","2,60","0,00","0,19","47,56","3,32","0,00","-1,34"
"122,00","6,00","122,00","2,60","0,00","0,30","47,56","3,32","-1,00","-1,38"
"123,00","6,00","123,00","2,60","0,00","0,20","49,85","3,50","0,00","-1,42"
"124,00","6,00","124,00","2,60","0,00","0,32","49,85","3,50","-1,00","-1,45"
"125,00","6,00","125,00","2,59","0,00","0,22","49,85","3,50","0,00","-1,49"
"126,00","6,00","126,00","2,59","0,00","0,31","51,57","3,50","-1,00","-1,52"
"127,00","6,00","127,00","2,59","0,00","0,19","51,57","3,50","0,00","-1,56"
"128,00","6,00","128,00","2,58","0,00","0,30","51,57","3,50","-1,00","-1,59"
"129,00","6,00","129,00","2,57","0,00","0,20","51,57","3,50","0,00","-1,62"
"130,00","6,00","130,00","2,57","0,00","0,32","53,86","3,50","-1,00","-1,65"
"131,00","6,00","131,00","2,57","0,00","0,22","53,86","3,50","0,00","-1,69"
"132,00","6,00","132,00","2,57","0,00","0,31","53,86","3,50","-1,00","-1,72"
"133,00","6,00","133,00","2,56","0,00","0,19","55,58","3,50","0,00","-1,75"
"134,00","6,00","134,00","2,55","0,00","0,30","55,58","3,50","-1,00","-1,77"
"135,00","6,00","135,00","2,54","0,00","0,20","55,58","3,50","0,00","-1,80"
"136,00","6,00","136,00","2,51","0,00","0,31","55,58","3,50","-1,00","-1,81"
"137,00","6,00","137,00","2,51","0,00","0,22","57,87","3,50","0,00","-1,84"
"138,00","6,00","138,00","2,50","0,00","0,31","57,87","3,50","-1,00","-1,86"
"139,00","6,00","139,00","2,49","0,00","0,19","57,87","3,50","0,00","-1,88"
"140,00","6,00","140,00","2,48","0,00","0,30","59,59","3,50","-1,00","-1,90"
"141,00","6,00","141,00","2,47","0,00","0,21","59,59","3,50","0,00","-1,92"
"142,00","6,00","142,00","2,43","0,00","0,31","59,59","3,50","-1,00","-1,92"
"143,00","6,00","143,00","2,43","0,00","0,22","61,88","3,47","0,00","-1,94"
"144,00","6,00","144,00","2,42","0,00","0,30","61,88","3,47","-1,00","-1,96"
"145,00","6,00","145,00","2,40","0,00","0,20","62,45","3,47","0,00","-1,96"
"146,00","6,00","146,00","2,39","0,00","0,29","63,60","3,47","-1,00","-1,98"
"147,00","6,00","147,00","2,37","0,00","0,21","63,60","3,47","0,00","-1,99"
"148,00","6,00","148,00","2,36","0,00","0,30","65,89","3,47","-1,00","-2,00"
"149,00","6,00","149,00","2,35","0,00","0,22","65,89","3,47","0,00","-2,02"
"150,00","6,00","150,00","2,35","0,00","0,30","65,89","3,47","-1,00","-2,04"
"151,00","6,00","151,00","2,35","0,00","0,20","67,61","3,47","0,00","-2,06"
"152,00","6,00","152,00","2,35","0,00","0,29","67,61","3,47","-1,00","-2,07"
"153,00","6,00","153,00","2,35","0,00","0,21","67,61","3,47","0,00","-2,09"
"154,00","6,00","154,00","2,34","0,00","0,30","69,90","3,47","-1,00","-2,11"
"155,00","6,00","155,00","2,34","0,00","0,22","69,90","3,47","0,00","-2,12"
"156,00","6,00","156,00","2,34","0,00","0,29","69,90","3,47","-1,00","-2,14"
"157,00","6,00","157,00","2,34","0,00","0,19","71,62","3,47","0,00","-2,15"
"158,00","6,00","158,00","2,33","0,00","0,29","71,62","3,47","-1,00","-2,16"
"159,00","6,00","159,00","2,33","0,00","0,21","71,62","3,47","0,00","-2,18"
"160,00","6,00","160,00","2,33","0,00","0,30","73,91","3,47","-1,00","-2,19"
"161,00","6,00","161,00","2,33","0,00","0,22","73,91","3,47","0,00","-2,20"
"162,00","6,00","162,00","2,33","0,00","0,29","73,91","3,47","-1,00","-2,21"
"163,00","6,00","163,00","2,33","0,00","0,19","75,63","3,47","0,00","-2,23"
"164,00","6,00","164,00","2,33","0,00","0,29","75,63","3,47","-1,00","-2,24"
"165,00","6,00","165,00","2,32","0,00","0,20","75,63","3,47","0,00","-2,25"
"166,00","6,00","166,00","2,32","0,00","0,30","77,92","3,47","-1,00","-2,25"
"167,00","6,00","167,00","2,32","0,00","0,21","77,92","3,47","0,00","-2,26"
"168,00","6,00","168,00","2,32","0,00","0,29","79,64","3,43","-1,00","-2,27"
"169,00","6,00","169,00","2,32","0,00","0,19","79,64","2,62","0,00","-2,28"
"170,00","6,00","170,00","2,32","0,00","0,28","79,64","2,48","-1,00","-2,28"
"171,00","6,00","171,00","2,32","0,00","0,20","80,00","2,48","0,00","-2,29"
"172,00","6,00","172,00","2,31","0,00","0,29","80,00","2,48","-1,00","-2,29"
"173,00","6,00","173,00","2,31","0,00","0,21","80,00","2,80","0,00","-2,30"
"174,00","6,00","174,00","2,31","0,00","0,29","80,00","3,50","-1,00","-2,30"
"175,00","6,00","175,00","2,31","0,00","0,19","80,00","3,50","0,00","-2,30"
"176,00","6,00","176,00","2,31","0,00","0,28","80,00","3,77","-1,00","-2,30"
"177,00","6,00","177,00","2,31","0,00","0,20","80,00","4,37","0,00","-2,30"
"178,00","6,00","178,00","2,31","0,00","0,27","80,00","4,90","-1,00","-2,30"
"179,00","6,00","179,00","2,30","0,00","0,18","80,00","5,37","0,00","-2,30"
"180,00","6,00","180,00","1,89","0,00","0,28","80,00","5,81","-1,00","-1,89"
