time,TWS,TWA,SOG,set COG,actual COG,sail trim,sail twist,rudder,Vmg
"139,00","4,00","139,00","1,87","0,00","0,21","57,87","3,61","-1,00","-1,41"
"140,00","4,00","140,00","1,87","0,00","0,16","57,87","3,61","0,00","-1,43"
"141,00","4,00","141,00","1,85","0,00","0,20","57,87","3,61","-1,00","-1,44"
"142,00","4,00","142,00","1,85","0,00","0,14","59,59","3,61","0,00","-1,46"
"143,00","4,00","143,00","1,84","0,00","0,20","59,59","3,61","-1,00","-1,47"
"144,00","4,00","144,00","1,82","0,00","0,15","59,59","3,61","0,00","-1,47"
"145,00","4,00","145,00","1,81","0,00","0,21","61,88","3,61","-1,00","-1,48"
"146,00","4,00","146,00","1,80","0,00","0,16","61,88","3,61","0,00","-1,49"
"147,00","4,00","147,00","1,79","0,00","0,20","63,60","3,61","-1,00","-1,50"
"148,00","4,00","148,00","1,78","0,00","0,15","63,60","3,61","0,00","-1,51"
"149,00","4,00","149,00","1,76","0,00","0,20","63,60","3,61","-1,00","-1,51"
"150,00","4,00","150,00","1,76","0,00","0,15","65,89","3,61","0,00","-1,52"
"151,00","4,00","151,00","1,75","0,00","0,20","65,89","3,61","-1,00","-1,53"
"152,00","4,00","152,00","1,75","0,00","0,14","65,89","3,61","0,00","-1,54"
"153,00","4,00","153,00","1,75","0,00","0,19","67,61","3,43","-1,00","-1,55"
"154,00","4,00","154,00","1,74","0,00","0,15","67,61","3,43","0,00","-1,57"
"155,00","4,00","155,00","1,74","0,00","0,20","67,61","3,43","-1,00","-1,58"
"156,00","4,00","156,00","1,74","0,00","0,15","69,90","3,43","0,00","-1,59"
"157,00","4,00","157,00","1,73","0,00","0,20","69,90","3,43","-1,00","-1,60"
"158,00","4,00","158,00","1,73","0,00","0,14","71,62","3,43","0,00","-1,61"
"159,00","4,00","159,00","1,73","0,00","0,19","71,62","3,43","-1,00","-1,62"
"160,00","4,00","160,00","1,73","0,00","0,15","71,62","3,43","0,00","-1,62"
"161,00","4,00","161,00","1,73","0,00","0,20","73,91","3,43","-1,00","-1,63"
"162,00","4,00","162,00","1,72","0,00","0,16","73,91","3,43","0,00","-1,64"
"163,00","4,00","163,00","1,72","0,00","0,20","73,91","3,43","-1,00","-1,65"
"164,00","4,00","164,00","1,72","0,00","0,14","75,63","3,43","0,00","-1,66"
"165,00","4,00","165,00","1,72","0,00","0,19","75,63","3,43","-1,00","-1,66"
"166,00","4,00","166,00","1,72","0,00","0,15","76,20","3,43","0,00","-1,67"
"167,00","4,00","167,00","1,72","0,00","0,19","77,92","3,43","-1,00","-1,67"
"168,00","4,00","168,00","1,72","0,00","0,14","77,92","3,43","0,00","-1,68"
"169,00","4,00","169,00","1,72","0,00","0,20","79,64","3,21","-1,00","-1,68"
"170,00","4,00","170,00","1,71","0,00","0,16","79,64","2,48","0,00","-1,69"
"171,00","4,00","171,00","1,71","0,00","0,19","79,64","2,48","-1,00","-1,69"
"172,00","4,00","172,00","1,71","0,00","0,13","80,00","2,48","0,00","-1,70"
"173,00","4,00","173,00","1,71","0,00","0,19","80,00","2,48","-1,00","-1,70"
"174,00","4,00","174,00","1,71","0,00","0,16","80,00","3,32","0,00","-1,70"
"175,00","4,00","175,00","1,71","0,00","0,20","80,00","3,50","-1,00","-1,70"
"176,00","4,00","176,00","1,71","0,00","0,14","80,00","3,61","0,00","-1,70"
"177,00","4,00","177,00","1,71","0,00","0,19","80,00","4,23","-1,00","-1,70"
"178,00","4,00","178,00","1,70","0,00","0,15","80,00","4,77","0,00","-1,70"
"179,00","4,00","179,00","1,70","0,00","0,19","80,00","5,26","-1,00","-1,70"
"180,00","4,00","180,00","1,51","0,00","0,14","80,00","5,70","0,00","-1,51"
