time,TWS,TWA,SOG,set COG,actual COG,sail trim,sail twist,rudder
"0,00","0,00","45,00","0,00","0,00","0,00","0,00","0,00","0,00"
"1,00","0,10","45,00","0,00","0,00","0,00","-11,46","2,22","0,00"
"2,00","0,20","45,00","0,00","0,00","0,00","-21,77","2,76","0,00"
"3,00","0,30","45,00","0,00","0,00","0,00","-21,77","1,65","0,00"
"4,00","0,40","45,00","0,00","0,00","0,00","-21,77","1,49","0,00"
"5,00","0,50","45,00","0,01","0,00","0,00","-21,77","1,49","0,00"
"6,00","0,60","45,00","0,01","0,00","0,00","-21,77","1,49","0,00"
"7,00","0,70","45,00","0,02","0,00","0,00","-21,77","1,49","0,00"
"8,00","0,80","45,00","0,02","0,00","0,00","-21,77","1,49","0,00"
"9,00","0,90","45,00","0,03","0,00","0,00","-21,77","1,49","0,00"
"10,00","1,00","45,00","0,05","0,00","0,00","-21,77","1,49","0,00"
"11,00","1,10","45,00","0,06","0,00","0,00","-21,77","1,49","0,00"
"12,00","1,20","45,00","0,08","0,00","0,00","-21,77","1,49","0,00"
"13,00","1,30","45,00","0,10","0,00","0,00","-21,77","1,49","0,00"
"14,00","1,40","45,00","0,12","0,00","0,00","-21,77","1,49","0,00"
"15,00","1,50","45,00","0,15","0,00","0,00","-21,77","1,49","0,00"
"16,00","1,60","45,00","0,19","0,00","0,00","-21,77","1,49","0,00"
"17,00","1,70","45,00","0,22","0,00","0,00","-21,77","1,49","0,00"
"18,00","1,80","45,00","0,26","0,00","0,00","-21,77","1,49","0,00"
"19,00","1,90","45,00","0,31","0,00","0,00","-20,05","1,49","0,00"
"20,00","2,00","45,00","0,36","0,00","0,00","-20,05","1,49","0,00"
"21,00","2,10","45,00","0,41","0,00","0,00","-20,05","1,49","0,00"
"22,00","2,20","45,00","0,47","0,00","0,00","-20,05","1,49","0,00"
"23,00","2,30","45,00","0,53","0,00","0,00","-20,05","1,49","0,00"
"24,00","2,40","45,00","0,60","0,00","0,00","-20,05","1,49","0,00"
"25,00","2,50","45,00","0,67","0,00","0,00","-20,05","1,49","0,00"
"26,00","2,60","45,00","0,74","0,00","0,00","-20,05","0,00","0,00"
"27,00","2,70","45,00","0,81","0,00","0,00","-20,05","0,00","0,00"
"28,00","2,80","45,00","0,89","0,00","0,00","-18,33","0,00","0,00"
"29,00","2,90","45,00","0,96","0,00","0,00","-18,33","0,00","0,00"
"30,00","3,00","45,00","1,03","0,00","0,00","-18,33","0,00","0,00"
"31,00","3,10","45,00","1,10","0,00","0,00","-18,33","0,00","0,00"
"32,00","3,20","45,00","1,16","0,00","0,00","-18,33","0,00","0,00"
"33,00","3,30","45,00","1,22","0,00","0,00","-18,33","0,00","0,00"
"34,00","3,40","45,00","1,28","0,00","0,00","-18,33","0,00","0,00"
"35,00","3,50","45,00","1,33","0,00","0,00","-18,33","0,00","0,00"
"36,00","3,60","45,00","1,38","0,00","0,00","-18,33","0,00","0,00"
"37,00","3,70","45,00","1,43","0,00","0,00","-18,33","0,00","0,00"
"38,00","3,80","45,00","1,47","0,00","0,00","-18,33","0,00","0,00"
"39,00","3,90","45,00","1,51","0,00","0,00","-18,33","0,00","0,00"
"40,00","4,00","45,00","1,54","0,00","0,00","-18,33","0,00","0,00"
"41,00","4,10","45,00","1,58","0,00","0,00","-18,33","0,00","0,00"
"42,00","4,20","45,00","1,61","0,00","0,00","-18,33","0,00","0,00"
"43,00","4,30","45,00","1,64","0,00","0,00","-18,33","0,00","0,00"
"44,00","4,40","45,00","1,67","0,00","0,00","-18,33","0,00","0,00"
"45,00","4,50","45,00","1,70","0,00","0,00","-18,33","0,00","0,00"
"46,00","4,60","45,00","1,73","0,00","0,00","-18,33","0,00","0,00"
"47,00","4,70","45,00","1,76","0,00","0,00","-18,33","0,00","0,00"
"48,00","4,80","45,00","1,79","0,00","0,00","-18,33","0,00","0,00"
"49,00","4,90","45,00","1,82","0,00","0,00","-18,33","0,00","0,00"
"50,00","5,00","45,00","1,85","0,00","0,00","-18,33","0,00","0,00"
"51,00","5,10","45,00","1,87","0,00","0,00","-18,33","0,00","0,00"
"52,00","5,20","45,00","1,90","0,00","0,00","-18,33","0,00","0,00"
"53,00","5,30","45,00","1,93","0,00","0,00","-18,33","0,00","0,00"
"54,00","5,40","45,00","1,95","0,00","0,00","-18,33","0,00","0,00"
"55,00","5,50","45,00","1,98","0,00","0,00","-18,33","0,00","0,00"
"56,00","5,60","45,00","2,00","0,00","0,00","-18,33","0,00","0,00"
"57,00","5,70","45,00","2,03","0,00","0,00","-18,33","0,00","0,00"
"58,00","5,80","45,00","2,05","0,00","0,00","-18,33","0,00","0,00"
"59,00","5,90","45,00","2,08","0,00","0,00","-18,33","0,00","0,00"
"60,00","6,00","45,00","2,10","0,00","0,00","-18,33","0,00","0,00"
