time,TWS,TWA,SOG,set COG,actual COG,sail trim,sail twist,rudder,Vmg
"158,00","2,00","158,00","1,04","0,00","0,06","67,61","4,48","0,00","-0,97"
"159,00","2,00","159,00","1,04","0,00","0,08","69,90","4,48","-1,00","-0,97"
"160,00","2,00","160,00","1,04","0,00","0,06","69,90","4,48","0,00","-0,97"
"161,00","2,00","161,00","1,03","0,00","0,08","71,62","4,48","-1,00","-0,98"
"162,00","2,00","162,00","1,03","0,00","0,06","71,62","4,48","0,00","-0,98"
"163,00","2,00","163,00","1,03","0,00","0,08","73,34","4,48","-1,00","-0,98"
"164,00","2,00","164,00","1,03","0,00","0,06","73,91","3,90","0,00","-0,99"
"165,00","2,00","165,00","1,03","0,00","0,08","73,91","3,57","-1,00","-0,99"
"166,00","2,00","166,00","1,02","0,00","0,06","75,63","3,25","0,00","-0,99"
"167,00","2,00","167,00","1,02","0,00","0,07","75,63","3,25","-1,00","-1,00"
"168,00","2,00","168,00","1,02","0,00","0,06","77,92","3,25","0,00","-1,00"
"169,00","2,00","169,00","1,02","0,00","0,07","77,92","3,25","-1,00","-1,00"
"170,00","2,00","170,00","1,02","0,00","0,06","77,92","3,25","0,00","-1,00"
"171,00","2,00","171,00","1,02","0,00","0,07","79,64","3,25","-1,00","-1,00"
"172,00","2,00","172,00","1,02","0,00","0,06","79,64","3,25","0,00","-1,01"
"173,00","2,00","173,00","1,01","0,00","0,08","80,00","3,25","-1,00","-1,01"
"174,00","2,00","174,00","1,01","0,00","0,06","80,00","3,25","0,00","-1,01"
"175,00","2,00","175,00","1,01","0,00","0,08","80,00","3,25","-1,00","-1,01"
"176,00","2,00","176,00","1,01","0,00","0,06","80,00","3,90","0,00","-1,01"
"177,00","2,00","177,00","1,01","0,00","0,08","80,00","4,48","-1,00","-1,01"
"178,00","2,00","178,00","1,01","0,00","0,06","80,00","5,00","0,00","-1,01"
"179,00","2,00","179,00","1,01","0,00","0,08","80,00","5,46","-1,00","-1,01"
"180,00","2,00","180,00","0,96","0,00","0,06","80,00","5,89","0,00","-0,96"
