time,TWS,TWA,SOG,set COG,actual COG,sail trim,sail twist,rudder
"0,00","5,00","0,00","2,00","60,00","60,00","0,00","0,00","0,00"
"1,00","5,00","0,00","1,80","60,00","60,00","-11,46","2,22","0,00"
"2,00","5,00","0,00","1,86","60,00","60,00","-22,92","3,02","0,00"
"3,00","5,00","0,00","1,95","60,00","60,00","-22,92","3,02","0,00"
"4,00","5,00","0,00","2,00","60,00","60,00","-22,92","3,02","0,00"
"5,00","5,00","0,00","2,04","60,00","60,00","-22,92","3,02","0,00"
"6,00","5,00","0,00","2,06","60,00","60,00","-22,92","3,02","0,00"
"7,00","5,00","0,00","2,07","60,00","60,00","-22,92","3,02","0,00"
"8,00","5,00","0,00","2,07","60,00","60,00","-22,92","3,02","0,00"
"9,00","5,00","0,00","2,08","60,00","60,00","-22,92","3,02","0,00"
"10,00","5,00","0,00","2,08","10,00","60,00","-22,92","3,02","0,00"
"11,00","5,00","0,00","2,08","10,00","58,95","-22,92","3,02","-20,00"
"12,00","5,00","0,00","2,07","10,00","54,16","-22,92","2,80","-5,00"
"13,00","5,00","0,00","2,05","10,00","49,54","-22,92","1,72","4,00"
"14,00","5,00","0,00","2,01","10,00","46,63","-21,20","1,49","1,00"
"15,00","5,00","0,00","1,97","10,00","44,35","-21,20","1,49","1,00"
"16,00","5,00","0,00","1,94","10,00","42,52","-19,48","1,11","1,00"
"17,00","5,00","0,00","1,91","10,00","41,07","-17,19","0,50","1,00"
"18,00","5,00","0,00","1,87","10,00","39,94","-17,19","0,50","1,00"
"19,00","5,00","0,00","1,84","10,00","39,08","-17,19","0,50","1,00"
"20,00","5,00","0,00","1,82","10,00","38,46","-15,47","0,50","1,00"
"21,00","5,00","0,00","1,79","10,00","38,06","-15,47","0,50","-1,00"
"22,00","5,00","0,00","1,77","10,00","37,61","-15,47","0,50","1,00"
"23,00","5,00","0,00","1,76","10,00","37,26","-15,47","0,50","1,00"
"24,00","5,00","0,00","1,75","10,00","37,10","-15,47","0,50","-1,00"
"25,00","5,00","0,00","1,74","10,00","36,91","-15,47","0,50","-1,00"
"26,00","5,00","0,00","1,73","10,00","36,69","-15,47","0,50","1,00"
"27,00","5,00","0,00","1,72","10,00","36,65","-15,47","0,50","-1,00"
"28,00","5,00","0,00","1,72","10,00","36,56","-15,47","0,50","-1,00"
"29,00","5,00","0,00","1,72","10,00","36,42","-15,47","0,50","1,00"
"30,00","5,00","0,00","1,71","10,00","36,45","-15,47","0,50","-1,00"
"31,00","5,00","0,00","1,71","10,00","36,42","-15,47","0,50","-1,00"
"32,00","5,00","0,00","1,72","10,00","36,31","-15,47","0,50","1,00"
"33,00","5,00","0,00","1,72","10,00","36,36","-15,47","0,50","-1,00"
"34,00","5,00","0,00","1,73","10,00","36,35","-15,47","0,50","-1,00"
"35,00","5,00","0,00","1,73","10,00","36,27","-15,47","0,50","1,00"
"36,00","5,00","0,00","1,73","10,00","36,35","-15,47","0,50","-1,00"
"37,00","5,00","0,00","1,73","10,00","36,32","-15,47","0,50","-1,00"
"38,00","5,00","0,00","1,73","10,00","36,27","-15,47","0,50","1,00"
"39,00","5,00","0,00","1,73","10,00","36,36","-15,47","0,50","-1,00"
"40,00","5,00","0,00","1,73","10,00","36,31","-15,47","0,50","0,00"
"41,00","5,00","0,00","1,73","10,00","36,28","-15,47","0,50","1,00"
"42,00","5,00","0,00","1,73","10,00","36,38","-15,47","0,50","-1,00"
"43,00","5,00","0,00","1,73","10,00","36,33","-15,47","0,50","0,00"
"44,00","5,00","0,00","1,73","10,00","36,30","-15,47","0,50","1,00"
"45,00","5,00","0,00","1,73","10,00","36,40","-15,47","0,50","-1,00"
"46,00","5,00","0,00","1,74","10,00","36,35","-15,47","0,50","0,00"
"47,00","5,00","0,00","1,73","10,00","36,32","-15,47","0,50","1,00"
"48,00","5,00","0,00","1,74","10,00","36,42","-15,47","0,50","-1,00"
"49,00","5,00","0,00","1,74","10,00","36,37","-15,47","0,50","0,00"
"50,00","5,00","0,00","1,74","10,00","36,33","-15,47","0,50","1,00"
"51,00","5,00","0,00","1,74","10,00","36,44","-15,47","0,50","-1,00"
"52,00","5,00","0,00","1,74","10,00","36,38","-15,47","0,50","0,00"
"53,00","5,00","0,00","1,74","10,00","36,35","-15,47","0,50","1,00"
"54,00","5,00","0,00","1,74","10,00","36,45","-15,47","0,50","-1,00"
"55,00","5,00","0,00","1,74","10,00","36,40","-15,47","0,50","1,00"
"56,00","5,00","0,00","1,74","10,00","36,39","-15,47","0,50","1,00"
"57,00","5,00","0,00","1,74","10,00","36,48","-15,47","0,50","-1,00"
"58,00","5,00","0,00","1,74","10,00","36,40","-15,47","0,50","1,00"
"59,00","5,00","0,00","1,74","10,00","36,43","-15,47","0,50","1,00"
"60,00","5,00","0,00","1,73","10,00","36,51","-15,47","0,50","-1,00"
